fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,quality,alcohol
6.6,0.39,0.28,9.2,36,10,92,99.206,03.07,0.35,6,"R$ 45.303,00"
6.3,0.23,0.33,6.9,52,23,118,9.938,3.23,0.46,6,"R$ 45.392,00"
6.3,0.22,0.3,2,0.05,23,120,99.204,3.24,0.47,6,"R$ 45.392,00"
6.4,0.29,0.18,15,0.04,21,116,99.736,3.14,0.5,5,"R$ 45.331,00"
6.4,0.29,0.18,15,0.04,21,116,99.736,3.14,0.5,5,"R$ 45.331,00"
7.5,0.23,0.3,1.2,0.03,27,80,99.192,03.05,0.68,5,"R$ 45.422,00"
6.4,0.29,0.18,15,0.04,21,116,99.736,3.14,0.5,5,"R$ 45.331,00"
5.7,0.28,0.36,1.8,41,38,90,99.002,3.27,0.98,7,"R$ 45.546,00"
6.5,0.26,0.24,10.8,42,47,130,996,03.08,0.4,6,"R$ 45.301,00"
6.4,0.27,0.29,3.9,34,62,140,99.237,3.1,0.59,6,"R$ 45.302,00"
5.9,0.22,0.29,4.2,37,69,144,99.214,3.13,0.74,7,"R$ 45.514,00"
6.8,0.26,0.26,2,19,23.5,72,99.041,3.16,0.47,6,"R$ 45.515,00"
7.6,0.36,0.48,13.5,38,44,116,9.982,03.04,0.48,5,"R$ 45.331,00"
7.6,0.35,0.47,13.3,37,42,116,99.822,03.04,0.5,5,"R$ 45.331,00"
5.7,0.18,0.26,2.2,23,21,95,9.893,03.07,0.54,6,"R$ 45.363,00"
6.6,0.36,0.47,1.4,145,26,124,99.274,03.09,0.56,6,"R$ 45.301,00"
5.9,0.14,0.2,1.6,0.04,26,114,99.105,3.25,0.45,6,"R$ 45.393,00"
5.5,0.23,0.19,2.2,44,39,161,99.209,3.19,0.43,6,"R$ 45.392,00"
6.7,0.11,0.26,14.8,53,44,95,99.676,3.2,0.35,6,"R$ 45.513,00"
7,0.24,0.24,1.8,47,29,91,99.251,3.3,0.43,6,"R$ 45.544,00"
6.7,0.11,0.26,14.8,53,44,95,99.676,3.2,0.35,6,"R$ 45.513,00"
5.3,0.47,0.1,1.3,36,11,74,99.082,3.48,0.54,4,"R$ 45.333,00"
7.5,0.29,0.24,9.9,58,25,115,99.567,3.15,0.46,5,"R$ 45.545,00"
6,0.33,0.26,5.1,51,16,119,99.416,3.15,0.41,5,"R$ 45.331,00"
6,0.33,0.26,5.1,51,16,119,99.416,3.15,0.41,5,"R$ 45.331,00"
5.8,0.32,0.23,1.5,33,39,121,9.887,2.96,0.35,5,"R$ 12,00"
5.8,0.3,0.23,1.5,34,37,121,98.871,2.96,0.34,6,"R$ 45.303,00"
3.8,0.31,0.02,11.1,36,20,114,99.248,3.75,0.44,6,"R$ 45.394,00"
6.2,0.36,0.22,5.25,38,44,145,99.184,3.22,0.4,6,"R$ 45.333,00"
6,0.31,0.27,2.3,42,19,120,98.952,3.32,0.41,7,"R$ 45.485,00"
6.9,0.52,0.54,7.9,36,23,169,99.267,3.26,0.47,6,"R$ 45.334,00"
7,0.55,0.05,8,36,19,164,99.269,3.26,0.46,6,"R$ 45.334,00"
5.8,0.2,0.16,1.4,42,44,99,98.912,3.23,0.37,6,"R$ 45.334,00"
6.2,0.36,0.22,5.25,38,44,145,99.184,3.22,0.4,6,"R$ 45.333,00"
6,0.31,0.27,2.3,42,19,120,98.952,3.32,0.41,7,"R$ 45.485,00"
6,0.29,0.27,2.3,44,20,117,9.895,3.31,0.41,7,"R$ 45.485,00"
5.7,0.22,0.29,3.5,0.04,27,146,98.999,3.17,0.36,6,"R$ 45.303,00"
7.1,0.46,0.23,13.7,45,44,192,9.981,3.11,0.53,5,"R$ 45.391,00"
6.6,0.21,0.3,9.9,41,64,174,995,03.07,0.5,6,"R$ 45.301,00"
6.9,0.42,0.2,15.4,43,57,201,99.848,03.08,0.54,5,"R$ 45.391,00"
5.7,0.22,0.2,16,44,41,113,99.862,3.22,0.46,6,"R$ 45.543,00"
5.7,0.22,0.2,16,44,41,113,99.862,3.22,0.46,6,"R$ 45.543,00"
5.7,0.22,0.2,16,44,41,113,99.862,3.22,0.46,6,"R$ 45.543,00"
5.7,0.22,0.2,16,44,41,113,99.862,3.22,0.46,6,"R$ 45.543,00"
5.2,0.31,0.2,2.4,27,27,117,98.886,3.56,0.45,7,"R$ 13,00"
7.2,0.22,0.35,5.5,54,37,183,99.474,03.08,0.5,5,"R$ 45.361,00"
5.6,0.18,0.29,2.3,0.04,5,47,99.126,03.07,0.45,4,"R$ 45.301,00"
6.2,0.24,0.27,16.8,0.04,48,129,99.691,3.23,0.38,6,"R$ 45.422,00"
5.7,0.22,0.2,16,44,41,113,99.862,3.22,0.46,6,"R$ 45.543,00"
5.7,0.26,0.24,17.8,59,23,124,99.773,3.3,0.5,5,"R$ 45.301,00"
5.7,0.26,0.24,17.8,59,23,124,99.773,3.3,0.5,5,"R$ 45.301,00"
6,0.2,0.26,6.8,49,22,93,9.928,3.15,0.42,6,"R$ 11,00"
6,0.2,0.26,6.8,49,22,93,9.928,3.15,0.42,6,"R$ 11,00"
6,0.2,0.26,6.8,49,22,93,9.928,3.15,0.42,6,"R$ 11,00"
6,0.2,0.26,6.8,49,22,93,9.928,3.15,0.42,6,"R$ 11,00"
7.6,0.28,0.17,1.6,46,28,117,99.288,03.08,0.43,5,"R$ 10,00"
7,0.2,0.33,4.7,0.03,25,76,99.202,2.88,0.54,6,"R$ 45.422,00"
6.6,0.26,0.27,11.8,48,28,112,99.606,2.87,0.49,6,"R$ 45.482,00"
5.7,0.26,0.24,17.8,59,23,124,99.773,3.3,0.5,5,"R$ 45.301,00"
7.2,0.21,0.36,15.7,45,68,183,99.922,3.25,0.76,5,"R$ 45.391,00"
6.9,0.22,0.32,5.8,41,20,119,99.296,3.17,0.55,6,"R$ 45.333,00"
7.2,0.21,0.36,15.7,45,68,183,99.922,3.25,0.76,5,"R$ 45.391,00"
7.4,0.22,0.28,9,46,22,121,99.468,3.1,0.55,5,"R$ 45.514,00"
7.2,0.21,0.36,15.7,45,68,183,99.922,3.25,0.76,5,"R$ 45.391,00"
6.9,0.22,0.32,5.8,41,20,119,99.296,3.17,0.55,6,"R$ 45.333,00"
7,0.2,0.35,8.8,37,31,103,99.388,3.13,0.49,6,"R$ 11,00"
5.6,0.26,0,10.2,38,13,111,99.315,3.44,0.46,6,"R$ 45.394,00"
6.3,0.28,0.3,6.6,208,60,154,99.478,3.1,0.4,6,"R$ 45.391,00"
6.4,0.29,0.3,6.5,209,62,156,99.478,3.1,0.4,5,"R$ 45.391,00"
7.2,0.34,0.23,8.9,105,22,155,99.692,03.01,0.58,5,"R$ 45.421,00"
7.1,0.39,0.39,11.1,34,25,204,99.616,03.05,0.52,6,"R$ 10,00"
6.9,0.26,0.29,4.2,43,33,114,9.902,3.16,0.31,6,"R$ 45.424,00"
6.1,0.24,0.25,1.6,44,24,115,9.921,3.39,0.59,6,"R$ 45.545,00"
5.9,0.25,0.24,7.4,44,21,113,99.462,3.38,0.58,6,"R$ 45.422,00"
6.1,0.24,0.27,11.5,0.05,51,133,99.476,3.22,0.37,6,"R$ 45.514,00"
6.5,0.22,0.27,1.6,39,36,116,99.178,3.38,0.57,7,"R$ 11,00"
6.2,0.26,0.29,2,36,16,87,99.081,3.33,0.61,6,"R$ 45.515,00"
6.6,0.34,0.25,4.8,38,16,121,99.198,3.36,0.71,6,"R$ 45.455,00"
5.6,225,0.24,9.8,54,59,140,99.545,3.17,0.39,6,"R$ 45.332,00"
7.1,0.23,0.28,1.9,46,33,103,98.997,3.12,0.31,5,"R$ 12,00"
6.9,0.26,0.29,4.2,43,33,114,9.902,3.16,0.31,6,"R$ 45.424,00"
6.4,0.27,0.3,1.6,0.04,19,86,99.089,3.32,0.65,6,"R$ 45.423,00"
6.3,0.41,0.22,7.3,35,23,117,99.172,3.2,0.39,7,11.94
6.7,0.41,0.24,5.4,35,33,115,9.901,3.12,0.44,7,"R$ 128.933.333.333.333,00"
7.2,585,0.2,10.4,86,17,94,99.681,3.13,0.4,5,"R$ 45.391,00"
6.7,0.34,0.26,1.9,38,58,138,9.893,3,0.47,7,"R$ 45.334,00"
6.3,0.41,0.22,7.3,35,23,117,99.172,3.2,0.39,7,11.94
6.7,0.41,0.24,5.4,35,33,115,9.901,3.12,0.44,7,"R$ 128.933.333.333.333,00"
6.4,0.26,0.35,7.7,56,45,191,99.527,3.16,0.5,5,"R$ 45.421,00"
6.3,0.28,0.22,11.5,36,27,150,99.445,3,0.33,6,"R$ 45.453,00"
7.4,0.16,0.33,1.2,42,47,121,99.198,03.04,0.68,7,"R$ 45.422,00"
8.4,0.27,0.3,2.2,37,36,129,99.085,2.89,0.3,6,"R$ 114.666.666.666.667,00"
5.9,0.2,0.28,1,43,45,100,99.033,3.4,0.41,6,"R$ 45.393,00"
6.4,0.24,0.26,8.2,54,47,182,99.538,3.12,0.5,5,"R$ 45.421,00"
7.4,0.38,0.34,8.3,52,44,168,99.627,3.11,0.52,5,"R$ 45.331,00"
6.4,0.24,0.26,8.2,54,47,182,99.538,3.12,0.5,5,"R$ 45.421,00"
6.4,0.42,0.19,9.3,43,28,145,99.433,3.23,0.53,5,10.98
6.4,0.23,0.26,8.1,54,47,181,9.954,3.12,0.49,5,"R$ 45.391,00"
6.4,0.24,0.26,8.2,54,47,182,99.538,3.12,0.5,5,"R$ 45.421,00"
7.4,0.38,0.34,8.3,52,44,168,99.627,3.11,0.52,5,"R$ 45.331,00"
7.3,0.19,0.27,13.9,57,45,155,99.807,2.94,0.41,8,"R$ 45.512,00"
7.3,0.19,0.27,13.9,57,45,155,99.807,2.94,0.41,8,"R$ 45.512,00"
7.3,0.19,0.27,13.9,57,45,155,99.807,2.94,0.41,8,"R$ 45.512,00"
7.3,0.19,0.27,13.9,57,45,155,99.807,2.94,0.41,8,"R$ 45.512,00"
7.3,0.19,0.27,13.9,57,45,155,99.807,2.94,0.41,8,"R$ 45.512,00"
7.3,0.19,0.27,13.9,57,45,155,99.807,2.94,0.41,8,"R$ 45.512,00"
7.3,0.19,0.27,13.9,57,45,155,99.807,2.94,0.41,8,"R$ 45.512,00"
6.8,0.24,0.29,2,44,15,96,99.232,3.23,0.64,8,"R$ 45.392,00"
7.3,0.19,0.27,13.9,57,45,155,99.807,2.94,0.41,8,"R$ 45.512,00"
7.4,0.27,0.52,15.7,54,36,139,99.788,03.04,0.62,6,"R$ 100.333.333.333.333,00"
5.7,0.28,0.35,1.2,52,39,141,99.108,3.44,0.69,6,"R$ 45.362,00"
5.8,0.22,0.25,1.5,24,21,109,99.234,3.37,0.58,6,"R$ 45.392,00"
6.7,0.27,0.69,1.2,176,36,106,99.288,2.96,0.43,6,"R$ 45.331,00"
7.1,0.2,0.35,3.2,34,21,107,99.195,3.11,0.54,6,"R$ 45.302,00"
6.7,0.27,0.69,1.2,176,36,106,99.288,2.96,0.43,6,"R$ 45.331,00"
7.1,0.23,0.3,2.6,34,62,148,99.121,03.03,0.56,7,"R$ 45.362,00"
7.6,0.31,0.52,13.2,42,61,148,99.839,2.98,0.47,6,"R$ 45.300,00"
7.2,0.34,0.28,10.4,108,43,187,99.738,2.96,0.57,5,"R$ 45.391,00"
7,0.36,0.25,5.7,15,14,73,98.963,2.82,0.59,6,"R$ 45.335,00"
6.4,0.31,0.28,2.5,39,34,137,98.946,3.22,0.38,6,"R$ 45.485,00"
7.3,0.28,0.35,1.6,54,31,148,99.178,3.18,0.47,5,"R$ 45.483,00"
7.4,0.16,0.3,1.4,64,34,166,99.136,3.11,0.42,6,"R$ 114.333.333.333.333,00"
6.4,0.31,0.27,7.4,49,48,169,99.323,3.27,0.45,6,"R$ 45.302,00"
6.4,0.31,0.28,2.5,39,34,137,98.946,3.22,0.38,6,"R$ 45.485,00"
6.2,0.29,0.29,5.6,46,35,178,99.313,3.25,0.51,5,"R$ 105.333.333.333.333,00"
5.9,0.28,0.34,3.6,0.04,50,194,9.912,3.31,0.52,6,"R$ 45.454,00"
6.5,0.23,0.2,7.5,0.05,44,179,99.504,3.18,0.48,5,"R$ 953.333.333.333.333,00"
7.2,0.34,0.2,5.8,62,52,203,99.461,3.17,0.44,6,"R$ 45.513,00"
7.3,0.28,0.35,1.6,54,31,148,99.178,3.18,0.47,5,"R$ 45.483,00"
6.5,0.2,0.33,1.5,39,36,110,99.008,3.22,0.65,6,"R$ 12,00"
6.2,0.24,0.27,2.9,39,30,123,98.959,3.12,0.37,6,"R$ 45.516,00"
7.1,0.31,0.25,11.2,48,32,136,99.663,3.14,0.4,5,"R$ 45.421,00"
6.4,0.29,0.21,9.65,41,36,119,99.334,2.99,0.34,6,"R$ 109.333.333.333.333,00"
6.3,0.19,0.33,10.1,63,63,133,99.561,2.86,0.41,5,"R$ 45.300,00"
5.9,0.29,0.28,3.2,35,16,117,98.959,3.26,0.42,6,"R$ 45.455,00"
7.1,0.31,0.25,11.2,48,32,136,99.663,3.14,0.4,5,"R$ 45.421,00"
6.5,0.3,0.28,11.45,41,29,109,99.418,2.98,0.3,6,"R$ 45.545,00"
6.4,0.29,0.21,9.65,41,36,119,99.334,2.99,0.34,6,"R$ 109.333.333.333.333,00"
6.5,0.22,0.19,4.5,96,16,115,9.937,03.02,0.44,5,"R$ 45.452,00"
7,0.23,0.28,2.7,53,16,92,99.372,3.18,0.56,5,"R$ 45.360,00"
7.1,0.23,0.23,3.5,38,23,112,99.157,03.05,0.37,6,"R$ 113.666.666.666.667,00"
6.1,0.26,0.28,1.7,43,24,98,98.918,3.14,0.44,6,"R$ 45.424,00"
6.4,0.35,0.21,2.1,51,46,171,9.932,3.16,0.5,5,"R$ 45.421,00"
6,0.32,0.32,4.8,41,40,186,99.235,3.22,0.54,6,"R$ 11,00"
6.1,0.34,0.21,5,42,17,133,99.373,03.02,0.53,5,"R$ 45.391,00"
6.5,0.13,0.27,2.6,35,32,76,9.914,3.21,0.76,6,"R$ 113.333.333.333.333,00"
6.5,315,0.2,6.6,41,9,126,99.494,2.94,0.51,5,"R$ 45.512,00"
6.1,0.34,0.21,5,42,17,133,99.373,03.02,0.53,5,"R$ 45.391,00"
5.7,0.31,0.29,7.3,0.05,33,143,99.332,3.31,0.5,6,"R$ 110.666.666.666.667,00"
6.4,0.3,0.27,5,58,27,151,99.198,3.22,0.49,6,"R$ 45.334,00"
7,0.24,0.26,1.7,41,31,110,99.142,3.2,0.53,6,"R$ 11,00"
6.5,0.13,0.27,2.6,35,32,76,9.914,3.21,0.76,6,"R$ 113.333.333.333.333,00"
6.4,0.26,0.21,8.2,0.05,51,182,99.542,3.23,0.48,5,"R$ 45.421,00"
6.4,0.26,0.21,8.2,0.05,51,182,99.542,3.23,0.48,5,"R$ 45.421,00"
6,0.27,0.31,5,43,54,170,9.924,3.28,0.52,6,"R$ 11,00"
7.1,0.21,0.33,1.2,39,34,97,99.112,3.11,0.75,6,"R$ 45.333,00"
6.7,0.26,0.29,7.1,36,28,100,99.534,03.08,0.36,6,"R$ 45.360,00"
6.3,0.28,0.22,9.5,0.04,30,111,99.338,03.05,0.31,4,"R$ 45.514,00"
6.2,0.25,0.44,15.8,57,39,167,99.804,3.14,0.51,5,"R$ 45.331,00"
7.3,0.22,0.37,15.5,48,70,203,99.899,3.25,0.77,5,"R$ 45.391,00"
6.2,0.25,0.44,15.8,57,39,167,99.804,3.14,0.51,5,"R$ 45.331,00"
6.4,0.18,0.28,17.05,47,53,139,99.724,3.25,0.35,6,"R$ 45.422,00"
6.3,0.2,0.26,12.7,46,60,143,99.526,3.26,0.35,6,"R$ 45.514,00"
6.6,0.24,0.22,12.3,51,35,146,99.676,3.1,0.67,5,"R$ 45.391,00"
7.4,0.27,0.26,11.8,53,55,173,99.699,3.11,0.6,5,"R$ 45.513,00"
7.4,0.27,0.26,11.8,53,55,173,99.699,3.11,0.6,5,"R$ 45.513,00"
7.4,0.27,0.26,11.8,53,55,173,99.699,3.11,0.6,5,"R$ 45.513,00"
6.6,0.24,0.22,12.3,51,35,146,99.676,3.1,0.67,5,"R$ 45.391,00"
7.4,0.27,0.26,11.8,53,55,173,99.699,3.11,0.6,5,"R$ 45.513,00"
7.1,0.38,0.29,13.6,41,30,137,99.461,03.02,0.96,6,"R$ 45.303,00"
6.8,0.43,0.26,5.2,43,40,176,99.116,3.17,0.41,6,"R$ 45.363,00"
5.2,0.22,0.46,6.2,66,41,187,99.362,3.19,0.42,5,"R$ 973.333.333.333.333,00"
5.9,0.29,0.16,7.9,44,48,197,99.512,3.21,0.36,5,"R$ 45.391,00"
5.9,0.29,0.16,7.9,44,48,197,99.512,3.21,0.36,5,"R$ 45.391,00"
6.3,0.29,0.29,3.3,37,32,140,9.895,3.17,0.36,7,"R$ 45.516,00"
6.3,0.19,0.32,2.8,46,18,80,99.043,2.92,0.47,6,"R$ 45.423,00"
5.7,0.29,0.16,7.9,44,48,197,99.512,3.21,0.36,5,"R$ 45.391,00"
6.3,0.29,0.29,3.3,37,32,140,9.895,3.17,0.36,7,"R$ 45.516,00"
5.7,0.24,0.47,6.3,69,35,182,99.391,3.11,0.46,5,"R$ 973.333.333.333.333,00"
5.8,0.3,0.38,4.9,39,22,86,98.963,3.23,0.58,7,"R$ 45.304,00"
7.1,0.27,0.27,10.4,41,26,114,99.335,03.04,0.52,7,"R$ 45.423,00"
5.8,0.3,0.38,4.9,39,22,86,98.963,3.23,0.58,7,"R$ 45.304,00"
7.1,0.27,0.27,10.4,41,26,114,99.335,03.04,0.52,7,"R$ 45.423,00"
6.3,305,0.22,16,61,26,141,99.824,03.08,0.5,5,"R$ 45.300,00"
5.7,0.24,0.47,6.3,69,35,182,99.391,3.11,0.46,5,9.75
6.2,0.22,0.28,2.2,0.04,24,125,9.917,3.19,0.48,6,"R$ 45.422,00"
6.6,0.22,0.23,17.3,47,37,118,99.906,03.08,0.46,6,"R$ 45.512,00"
6.6,0.22,0.23,17.3,47,37,118,99.906,03.08,0.46,6,"R$ 45.512,00"
6.6,0.22,0.23,17.3,47,37,118,99.906,03.08,0.46,6,"R$ 45.512,00"
6.6,0.22,0.23,17.3,47,37,118,99.906,03.08,0.46,6,"R$ 45.512,00"
6.2,0.22,0.28,2.2,0.04,24,125,9.917,3.19,0.48,6,"R$ 45.422,00"
6.2,0.22,0.28,2.2,0.04,24,125,9.917,3.19,0.48,6,"R$ 45.422,00"
6.6,0.22,0.23,17.3,47,37,118,99.906,03.08,0.46,6,"R$ 45.512,00"
6.1,0.22,0.5,6.6,45,30,122,99.415,3.22,0.49,6,"R$ 45.544,00"
6.2,0.21,0.52,6.5,47,28,123,99.418,3.22,0.49,6,"R$ 45.544,00"
6.3,0.32,0.26,12.3,44,24,205,99.611,3.11,0.58,5,"R$ 45.544,00"
6.9,0.44,0.27,5,38,33,166,99.124,3.2,0.42,6,"R$ 45.334,00"
6.1,0.31,0.34,2.8,42,59.5,162,99.179,3.27,0.47,6,"R$ 45.514,00"
8.1,0.36,0.59,13.6,51,60,134,99.886,2.96,0.39,5,"R$ 45.481,00"
6.6,0.38,0.28,2.8,43,17,67,98.924,3.21,0.47,6,"R$ 45.335,00"
6.7,0.24,0.26,5.4,0.03,15,94,99.045,3.15,0.38,6,"R$ 45.485,00"
6.9,0.56,0.26,10.9,0.06,55,193,9.969,3.21,0.44,5,"R$ 45.391,00"
7.2,0.24,0.24,1.7,45,18,161,99.196,3.25,0.53,6,"R$ 45.333,00"
6.5,0.29,0.3,9.15,51,25,166,99.339,3.24,0.56,6,"R$ 113.333.333.333.333,00"
6.7,0.28,0.28,4.5,51,14,92,99.224,3.36,0.58,6,"R$ 45.546,00"
6.5,0.29,0.3,9.15,51,25,166,99.339,3.24,0.56,6,11.35
6.1,0.21,0.19,1.4,46,51,131,99.184,3.22,0.39,5,"R$ 45.422,00"
7.2,0.47,0.16,5.9,48,14,125,99.428,03.09,0.49,5,"R$ 45.513,00"
6.7,0.34,0.31,16.4,51,20,146,99.834,03.06,0.54,5,"R$ 45.300,00"
6.6,0.27,0.25,1.2,33,36,111,98.918,3.16,0.37,6,"R$ 45.394,00"
6.7,0.34,0.31,16.4,51,20,146,99.834,03.06,0.54,5,"R$ 45.300,00"
7.2,0.47,0.16,5.9,48,14,125,99.428,03.09,0.49,5,"R$ 45.513,00"
5,0.35,0.25,7.8,31,24,116,99.241,3.39,0.4,6,"R$ 45.362,00"
5,0.35,0.25,7.8,31,24,116,99.241,3.39,0.4,6,"R$ 45.362,00"
4.4,0.46,0.1,2.8,24,31,111,98.816,3.48,0.34,6,"R$ 45.304,00"
6.6,0.38,0.29,2.9,35,15,101,98.916,03.04,0.37,6,"R$ 45.424,00"
7.3,0.3,0.25,2.5,45,32,122,99.329,3.18,0.54,5,"R$ 45.361,00"
6.4,0.28,0.22,12.8,39,51,150,99.535,3.23,0.43,6,"R$ 45.483,00"
6.9,0.29,0.25,12.2,0.04,29,136,99.552,03.05,0.65,6,"R$ 45.392,00"
6.3,0.3,0.19,7.7,49,47,184,99.514,3.22,0.48,5,"R$ 45.421,00"
6.3,0.39,0.22,2.8,48,53,173,99.304,3.24,0.45,5,"R$ 45.513,00"
6.6,0.38,0.29,2.9,35,15,101,98.916,03.04,0.37,6,"R$ 45.424,00"
6.6,0.18,0.26,17.3,51,17,149,9.984,3,0.43,6,"R$ 45.391,00"
6,0.28,0.29,19.3,51,36,174,99.911,3.14,0.5,5,"R$ 9,00"
6,0.28,0.29,19.3,51,36,174,99.911,3.14,0.5,5,"R$ 9,00"
6,0.28,0.29,19.3,51,36,174,99.911,3.14,0.5,5,"R$ 9,00"
6.6,0.35,0.26,2.7,45,19,129,98.952,3.24,0.48,7,"R$ 13,00"
5.9,0.22,0.18,6.4,41,28,120,99.403,3.27,0.5,5,"R$ 45.544,00"
6.6,0.18,0.26,17.3,51,17,149,9.984,3,0.43,6,"R$ 45.391,00"
7.7,0.28,0.24,2.4,44,29,157,99.312,3.27,0.56,6,"R$ 45.453,00"
7.1,0.42,0.2,2.8,38,28,109,98.968,3.23,0.47,6,"R$ 45.395,00"
6.7,0.32,0.32,1.7,31,31,114,98.946,3.12,0.35,6,"R$ 45.424,00"
6.6,0.26,0.56,15.4,53,32,141,9.981,3.11,0.49,5,"R$ 45.360,00"
6.6,0.26,0.56,15.4,53,32,141,9.981,3.11,0.49,5,"R$ 45.360,00"
6.2,0.32,0.24,4.1,51,34,149,99.306,3.36,0.52,5,"R$ 11,00"
6.3,0.25,0.27,6.6,54,40,158,99.378,3.2,0.48,5,"R$ 45.361,00"
6.2,0.21,0.24,1.2,51,31,95,99.036,3.24,0.57,6,"R$ 45.362,00"
6.4,0.23,0.27,2.1,42,35,100,99.094,03.03,0.63,6,"R$ 45.545,00"
4.7,145,0.29,1,42,35,90,9.908,3.76,0.49,6,"R$ 45.362,00"
6.2,0.2,0.28,1.1,39,24,78,9.899,3.36,0.47,6,"R$ 45.303,00"
7,0.28,0.28,1.4,39,12,83,99.173,3.18,0.65,5,"R$ 45.302,00"
7.1,0.36,0.2,1.6,271,24,140,99.356,3.11,0.63,5,"R$ 45.513,00"
5.7,0.25,0.22,9.8,49,50,125,99.571,3.2,0.45,6,"R$ 45.301,00"
5.7,0.22,0.33,1.9,36,37,110,98.945,3.26,0.58,6,"R$ 45.394,00"
6,0.2,0.38,1.3,34,37,104,98.865,3.11,0.52,6,"R$ 45.485,00"
6.4,0.32,0.26,7.9,0.05,53,180,99.514,3.14,0.5,5,"R$ 45.452,00"
6.4,0.32,0.26,7.9,0.05,53,180,99.514,3.14,0.5,5,"R$ 45.452,00"
6,555,0.26,4.5,53,17,126,9.943,3.24,0.46,5,"R$ 45.300,00"
5.9,0.22,0.45,22.6,0.12,55,122,99.636,3.1,0.35,5,"R$ 45.516,00"
6.4,0.32,0.26,7.9,0.05,53,180,99.514,3.14,0.5,5,"R$ 45.452,00"
6.2,0.3,0.33,3.5,37,37,155,98.987,3.18,0.37,6,"R$ 45.394,00"
5.8,0.28,0.18,1.2,58,7,108,99.288,3.23,0.58,4,9.55
5.8,555,0.26,4.5,53,17,126,9.943,3.24,0.46,5,"R$ 45.300,00"
6.7,0.31,0.33,2,33,12,74,99.064,3.29,0.65,6,"R$ 45.424,00"
6.4,0.15,0.25,7.8,0.05,13,68,99.394,3.16,0.4,6,"R$ 45.544,00"
6.4,0.13,0.28,0.9,45,32,87,99.175,3.47,0.52,6,"R$ 45.333,00"
6.7,0.48,0.49,2.9,0.03,28,122,98.926,3.13,0.4,6,"R$ 13,00"
6.7,0.48,0.49,2.9,0.03,28,122,98.926,3.13,0.4,6,"R$ 13,00"
5.8,0.3,0.33,3.5,33,25,116,99.057,3.2,0.44,6,"R$ 45.484,00"
6.1,0.28,0.23,4.2,38,13,95,98.898,2.97,0.7,6,"R$ 45.304,00"
6,0.19,0.37,9.7,32,17,50,9.932,03.08,0.66,6,"R$ 12,00"
6.8,0.31,0.25,10.5,43,30,165,9.972,3.36,0.55,6,10.55
7.5,0.24,0.29,1.1,46,34,84,9.902,03.04,0.39,6,11.45
6.8,0.23,0.39,16.1,53,71,194,9.988,3.18,0.64,6,"R$ 45.332,00"
7.5,0.24,0.29,1.1,46,34,84,9.902,03.04,0.39,6,11.45
6.3,0.29,0.3,8.1,212,60,150,9.958,3.1,0.4,5,"R$ 45.360,00"
6.8,0.2,0.25,6.2,52,22,106,9.935,03.09,0.54,5,"R$ 45.514,00"
5.2,0.38,0.26,7.7,53,20,103,9.925,3.27,0.45,6,"R$ 45.334,00"
7.8,0.27,0.33,2.4,53,36,175,992,3.2,0.55,6,"R$ 11,00"
6.6,0.54,0.21,16.3,55,41,182,9.986,3.35,0.54,6,"R$ 45.392,00"
7.1,0.25,0.31,2.3,0.05,32,156,9.914,3.14,0.51,6,"R$ 45.393,00"
5.8,0.61,0.01,8.4,41,31,104,9.909,3.26,0.72,7,"R$ 45.426,00"
6.5,0.32,0.23,8.5,51,20,138,9.943,03.03,0.42,5,"R$ 45.483,00"
6.4,0.28,0.23,6,51,50,162,994,3.15,0.52,5,"R$ 45.332,00"
6.6,0.19,0.28,1.1,44,38,100,9.904,3.22,0.69,6,"R$ 45.333,00"
5.1,305,0.13,1.75,36,17,73,0.99,3.4,0.51,5,"R$ 123.333.333.333.333,00"
5.8,0.26,0.3,2.6,34,75,129,9.902,3.2,0.38,4,"R$ 45.423,00"
6.7,0.23,0.17,1.3,61,14,100,9.925,03.07,0.55,5,"R$ 45.421,00"
6.8,0.33,0.3,2.1,47,35,147,9.886,3.24,0.56,6,"R$ 45.395,00"
6.1,0.27,0.32,1.1,34,24,110,9.898,3.36,0.4,6,"R$ 45.424,00"
6.1,0.27,0.32,1.1,34,24,110,9.898,3.36,0.4,6,"R$ 45.424,00"
6.8,0.4,0.29,2.8,44,27,97,9.904,3.12,0.42,6,"R$ 45.333,00"
6.1,0.4,0.18,9,51,28.5,259,9.964,3.19,0.5,5,"R$ 45.512,00"
7.1,0.28,0.26,2.8,39,50,118,9.908,03.06,0.59,6,"R$ 45.333,00"
6.2,0.32,0.32,2.2,36,15,70,9.899,3.16,0.48,6,"R$ 45.485,00"
6.8,0.17,0.17,5.1,49,26,82,993,3,0.38,6,"R$ 45.513,00"
9,0.2,0.33,3.5,49,10,40,9.944,3.14,0.36,6,"R$ 45.513,00"
5.8,0.13,0.22,12.7,58,24,183,9.956,3.32,0.42,6,"R$ 45.484,00"
5.8,0.31,0.31,7.5,52,55,230,9.949,3.19,0.46,5,"R$ 45.513,00"
6.3,0.36,0.2,2,48,48,191,9.929,3.17,0.51,5,"R$ 45.452,00"
9,0.2,0.33,3.5,49,10,40,9.944,3.14,0.36,6,"R$ 45.513,00"
6.7,0.18,0.25,14.3,48,79,149,9.975,3.12,0.37,5,"R$ 45.482,00"
